word,length,velocity_x,velocity_y,author
всего,0.2400000000000091,7.8125,11.458333333333334,Sergey Nemchinskiy
всего,0.2999999999999545,12.916666666666668,16.666666666666668,Sergey Nemchinskiy
несколько,0.5399999999999991,6.944444444444445,20.138888888888886,Sergey Nemchinskiy
месяцев,0.480000000000004,8.333333333333332,16.25,Sergey Nemchinskiy
назад,0.35999999999999943,14.880952380952381,16.666666666666668,Sergey Nemchinskiy
особо,0.39000000000000057,8.59375,10.416666666666668,Sergey Nemchinskiy
не,0.11999999999999744,8.333333333333332,8.333333333333332,Sergey Nemchinskiy
не,0.15000000000000568,12.5,54.166666666666664,Sergey Nemchinskiy
не,0.18000000000000682,24.999999999999996,18.75,Sergey Nemchinskiy
не,0.18000000000000682,51.041666666666664,11.458333333333334,Sergey Nemchinskiy
не,0.11999999999999034,4.166666666666666,29.166666666666668,Sergey Nemchinskiy
не,0.15000000000000568,25.0,84.375,Sergey Nemchinskiy
не,0.15000000000000568,9.375,37.5,Sergey Nemchinskiy
не,0.20999999999997954,12.5,9.027777777777777,Sergey Nemchinskiy
не,0.15000000000000568,0.0,27.083333333333332,Sergey Nemchinskiy
не,0.2699999999999818,8.854166666666666,25.0,Sergey Nemchinskiy
не,0.12000000000000455,2.083333333333333,4.166666666666666,Sergey Nemchinskiy
не,0.30000000000001137,22.222222222222225,23.611111111111114,Sergey Nemchinskiy
не,0.2619730000000118,15.104166666666666,4.687499999999999,Sergey Nemchinskiy
не,0.14999999999997726,7.291666666666667,6.25,Sergey Nemchinskiy
не,0.12000000000000455,16.666666666666664,8.333333333333332,Sergey Nemchinskiy
не,0.18000000000000682,6.944444444444444,32.63888888888889,Sergey Nemchinskiy
не,0.12000000000000455,10.416666666666668,22.916666666666664,Sergey Nemchinskiy
не,0.2099999999999227,6.944444444444444,48.61111111111111,Sergey Nemchinskiy
не,0.2400000000000091,4.6875,28.125,Sergey Nemchinskiy
не,0.12000000000000455,14.583333333333334,20.833333333333336,Sergey Nemchinskiy
не,0.2400000000000091,9.375000000000002,24.479166666666664,Sergey Nemchinskiy
не,0.18000000000006366,29.86111111111111,22.916666666666664,Sergey Nemchinskiy
не,0.21000000000003638,8.333333333333332,20.833333333333336,Sergey Nemchinskiy
не,0.12000000000000455,16.666666666666664,10.416666666666668,Sergey Nemchinskiy
не,0.12000000000000455,0.0,6.25,Sergey Nemchinskiy
не,0.12000000000000455,2.083333333333333,16.666666666666664,Sergey Nemchinskiy
удивили,0.5100000000000051,3.598484848484848,10.416666666666666,Sergey Nemchinskiy
теперь,0.3300000000000054,11.30952380952381,13.988095238095239,Sergey Nemchinskiy
теперь,0.35999999999999943,11.011904761904765,15.773809523809526,Sergey Nemchinskiy
теперь,0.38999999999998636,8.854166666666668,17.96875,Sergey Nemchinskiy
похоже,0.4199999999999946,25.520833333333336,22.916666666666664,Sergey Nemchinskiy
компания,0.480000000000004,9.583333333333332,18.125,Sergey Nemchinskiy
компания,0.4800000000000182,7.5,15.833333333333332,Sergey Nemchinskiy
компания,0.6300000000001091,5.288461538461539,14.903846153846152,Sergey Nemchinskiy
компания,0.6300000000001091,9.821428571428571,12.053571428571429,Sergey Nemchinskiy
компания,0.5399999999999636,8.333333333333332,13.020833333333334,Sergey Nemchinskiy
решила,0.39000000000000057,9.114583333333332,15.625,Sergey Nemchinskiy
взять,0.3299999999999983,10.069444444444446,17.361111111111107,Sergey Nemchinskiy
реванш,0.4799999999999969,7.708333333333332,27.083333333333336,Sergey Nemchinskiy
и,0.09000000000000341,6.25,8.333333333333332,Sergey Nemchinskiy
и,0.15000000000000568,16.666666666666664,12.5,Sergey Nemchinskiy
и,0.1799999999999926,25.0,36.11111111111111,Sergey Nemchinskiy
и,0.12000000000000455,16.666666666666664,6.25,Sergey Nemchinskiy
и,0.14999999999997726,11.458333333333332,9.375,Sergey Nemchinskiy
и,0.09000000000003183,20.833333333333336,8.333333333333332,Sergey Nemchinskiy
и,0.060000000000002274,-0.0,-0.0,Sergey Nemchinskiy
и,0.12000000000000455,12.5,18.75,Sergey Nemchinskiy
и,0.14999999999997726,3.125,9.375,Sergey Nemchinskiy
и,0.12000000000000455,43.75,56.25,Sergey Nemchinskiy
и,0.328975000000014,11.11111111111111,13.194444444444445,Sergey Nemchinskiy
и,0.21000000000003638,13.194444444444445,30.555555555555554,Sergey Nemchinskiy
и,0.05999999999994543,-0.0,-0.0,Sergey Nemchinskiy
и,0.12000000000000455,4.166666666666666,6.25,Sergey Nemchinskiy
и,0.12000000000000455,12.5,37.5,Sergey Nemchinskiy
и,0.12000000000000455,31.25,18.75,Sergey Nemchinskiy
и,0.05999999999994543,-0.0,-0.0,Sergey Nemchinskiy
и,0.14999999999997726,4.166666666666666,25.0,Sergey Nemchinskiy
и,0.1799999999998363,7.638888888888888,33.33333333333333,Sergey Nemchinskiy
и,0.21000000000003638,22.395833333333336,9.374999999999998,Sergey Nemchinskiy
возглавить,0.6299999999999955,8.928571428571429,21.279761904761905,Sergey Nemchinskiy
разработку,0.6600000000000037,5.9523809523809526,15.327380952380953,Sergey Nemchinskiy
недавно,0.4799999999999969,13.124999999999998,22.916666666666668,Sergey Nemchinskiy
на,0.12000000000000455,4.166666666666666,12.5,Sergey Nemchinskiy
на,0.11999999999999034,6.25,8.333333333333332,Sergey Nemchinskiy
на,0.15000000000000568,7.291666666666667,6.25,Sergey Nemchinskiy
на,0.12000000000000455,8.333333333333332,6.25,Sergey Nemchinskiy
на,0.12000000000000455,10.416666666666668,27.083333333333332,Sergey Nemchinskiy
на,0.1199999999999477,22.916666666666664,27.083333333333332,Sergey Nemchinskiy
на,0.12000000000000455,10.416666666666668,6.25,Sergey Nemchinskiy
на,0.18000000000000682,4.861111111111112,19.444444444444446,Sergey Nemchinskiy
на,0.12000000000000455,20.833333333333336,45.83333333333333,Sergey Nemchinskiy
на,0.12000000000000455,14.583333333333334,64.58333333333334,Sergey Nemchinskiy
на,0.1500000000000341,15.625,29.166666666666664,Sergey Nemchinskiy
на,0.12000000000000455,2.083333333333333,10.416666666666668,Sergey Nemchinskiy
на,0.12000000000000455,2.083333333333333,8.333333333333332,Sergey Nemchinskiy
на,0.12000000000000455,8.333333333333332,12.5,Sergey Nemchinskiy
на,0.12000000000000455,10.416666666666668,20.833333333333336,Sergey Nemchinskiy
на,0.1155469999999923,12.5,22.916666666666664,Sergey Nemchinskiy
на,0.12000000000000455,2.083333333333333,8.333333333333332,Sergey Nemchinskiy
на,0.12000000000000455,8.333333333333332,20.833333333333336,Sergey Nemchinskiy
на,0.18000000000006366,4.861111111111112,4.166666666666666,Sergey Nemchinskiy
на,0.12000000000000455,8.333333333333332,37.5,Sergey Nemchinskiy
на,0.12000000000000455,8.333333333333332,10.416666666666668,Sergey Nemchinskiy
на,0.11999999999989086,18.75,35.41666666666667,Sergey Nemchinskiy
на,0.14999999999997726,46.875,25.0,Sergey Nemchinskiy
на,0.12000000000000455,8.333333333333332,8.333333333333332,Sergey Nemchinskiy
на,0.21000000000003638,5.555555555555555,7.638888888888889,Sergey Nemchinskiy
на,0.14999999999997726,2.083333333333333,7.291666666666667,Sergey Nemchinskiy
на,0.14999999999997726,5.208333333333333,16.666666666666664,Sergey Nemchinskiy
на,0.12000000000000455,4.166666666666666,16.666666666666664,Sergey Nemchinskiy
на,0.14999999999997726,7.291666666666667,15.625,Sergey Nemchinskiy
на,0.14999999999997726,12.5,33.33333333333333,Sergey Nemchinskiy
на,0.12000000000000455,6.25,20.833333333333336,Sergey Nemchinskiy
на,0.12000000000000455,14.583333333333334,25.0,Sergey Nemchinskiy
на,0.17999999999994998,9.027777777777777,9.722222222222223,Sergey Nemchinskiy
на,0.11999999999989086,0.0,18.75,Sergey Nemchinskiy
на,0.11999999999989086,10.416666666666668,6.25,Sergey Nemchinskiy
на,0.12000000000011823,2.083333333333333,16.666666666666664,Sergey Nemchinskiy
своём,0.269999999999996,9.583333333333332,18.333333333333332,Sergey Nemchinskiy
своём,0.33413099999995666,22.569444444444443,11.805555555555557,Sergey Nemchinskiy
сайте,0.4200000000000017,10.9375,15.364583333333334,Sergey Nemchinskiy
для,0.17999999999999972,4.166666666666666,9.027777777777777,Sergey Nemchinskiy
для,0.17999999999994998,3.472222222222222,11.111111111111112,Sergey Nemchinskiy
для,0.17999999999994998,6.25,22.916666666666664,Sergey Nemchinskiy
для,0.14999999999997726,8.333333333333332,10.416666666666668,Sergey Nemchinskiy
для,0.14999999999997726,5.208333333333333,9.375,Sergey Nemchinskiy
для,0.14999999999997726,9.375,9.375,Sergey Nemchinskiy
для,0.14999999999997726,4.166666666666666,20.833333333333336,Sergey Nemchinskiy
инженеров,0.6000000000000014,4.647435897435897,14.583333333333334,Sergey Nemchinskiy
предстоит,0.5399999999999991,10.9375,18.229166666666664,Sergey Nemchinskiy
исследовать,0.7502010000000041,6.862745098039216,32.720588235294116,Sergey Nemchinskiy
исследовать,0.5399999999999636,7.954545454545454,23.67424242424243,Sergey Nemchinskiy
беспроводной,0.6599999999999966,6.666666666666667,11.527777777777779,Sergey Nemchinskiy
связи,0.35999999999999943,7.142857142857142,28.57142857142857,Sergey Nemchinskiy
следующего,0.6634419999999963,6.696428571428571,15.922619047619047,Sergey Nemchinskiy
поколения,0.6600000000000037,3.888888888888889,7.222222222222221,Sergey Nemchinskiy
а,0.11999999999999744,2.083333333333333,16.666666666666664,Sergey Nemchinskiy
а,0.12000000000000455,10.416666666666668,22.916666666666664,Sergey Nemchinskiy
а,0.12000000000000455,12.5,22.916666666666664,Sergey Nemchinskiy
а,0.12000000000000455,14.583333333333334,6.25,Sergey Nemchinskiy
также,0.3299999999999983,12.847222222222223,12.847222222222223,Sergey Nemchinskiy
также,0.3300000000000409,7.638888888888888,12.152777777777779,Sergey Nemchinskiy
участвовать,0.5399999999999991,11.11111111111111,10.416666666666668,Sergey Nemchinskiy
отраслевых,0.6300000000000026,4.613095238095237,12.5,Sergey Nemchinskiy
академических,0.7199999999999989,7.552083333333333,15.624999999999996,Sergey Nemchinskiy
форумах,0.44999999999999574,4.791666666666667,21.041666666666664,Sergey Nemchinskiy
вакансия,0.509999999999998,6.4393939393939394,23.863636363636363,Sergey Nemchinskiy
открыта,0.4200000000000017,12.037037037037036,36.80555555555556,Sergey Nemchinskiy
двух,0.3455930000000009,15.476190476190474,18.75,Sergey Nemchinskiy
купертино,0.7094239999999985,37.109375000000014,25.0,Sergey Nemchinskiy
прошлом,0.45000000000000284,7.175925925925925,22.685185185185183,Sergey Nemchinskiy
прошлом,0.4499999999999318,8.333333333333334,9.791666666666664,Sergey Nemchinskiy
присоединилась,0.75,6.862745098039215,11.887254901960782,Sergey Nemchinskiy
к,0.06000000000005912,-0.0,-0.0,Sergey Nemchinskiy
альянсу,0.45000000000000284,5.555555555555555,16.666666666666668,Sergey Nemchinskiy
разрабатывающих,0.8999999999999915,7.5,19.895833333333332,Sergey Nemchinskiy
будущее,0.47999999999998977,7.083333333333333,13.958333333333334,Sergey Nemchinskiy
этой,0.18000000000000682,9.722222222222223,5.555555555555556,Sergey Nemchinskiy
этой,0.21000000000003638,13.541666666666668,24.479166666666664,Sergey Nemchinskiy
технологии,0.5999999999999943,23.878205128205128,16.50641025641026,Sergey Nemchinskiy
ещё,0.269999999999996,2.5,8.333333333333334,Sergey Nemchinskiy
ещё,0.42000000000007276,12.268518518518519,26.620370370370374,Sergey Nemchinskiy
туманно,0.45000000000000284,17.824074074074076,21.064814814814817,Sergey Nemchinskiy
нет,0.23999999999999488,48.95833333333333,18.75,Sergey Nemchinskiy
что,0.23999999999999488,7.8125,11.458333333333334,Sergey Nemchinskiy
что,0.21000000000000796,7.638888888888888,41.66666666666667,Sergey Nemchinskiy
что,0.15000000000000568,4.166666666666666,0.0,Sergey Nemchinskiy
что,0.21000000000000796,7.638888888888888,10.416666666666668,Sergey Nemchinskiy
что,0.18000000000000682,4.166666666666666,12.5,Sergey Nemchinskiy
что,0.18000000000000682,9.027777777777777,23.611111111111107,Sergey Nemchinskiy
что,0.20302699999999163,15.277777777777777,9.722222222222221,Sergey Nemchinskiy
что,0.21000000000003638,4.166666666666666,18.055555555555557,Sergey Nemchinskiy
что,0.18000000000000682,15.625,16.666666666666668,Sergey Nemchinskiy
что,0.2400000000000091,84.375,36.97916666666667,Sergey Nemchinskiy
что,0.30000000000001137,11.666666666666666,10.0,Sergey Nemchinskiy
что,0.2999999999999545,14.583333333333332,7.916666666666668,Sergey Nemchinskiy
что,0.2699999999999818,2.5,8.75,Sergey Nemchinskiy
что,0.2099999999999227,10.416666666666668,13.88888888888889,Sergey Nemchinskiy
что,0.17999999999994998,45.83333333333333,13.541666666666668,Sergey Nemchinskiy
что,0.14999999999997726,7.291666666666666,12.5,Sergey Nemchinskiy
что,0.2099999999999227,7.638888888888888,12.5,Sergey Nemchinskiy
что,0.15000000000009095,4.166666666666666,7.291666666666667,Sergey Nemchinskiy
известно,0.5100000000000051,4.166666666666666,13.068181818181815,Sergey Nemchinskiy
данный,0.30000000000001137,6.666666666666667,13.333333333333336,Sergey Nemchinskiy
момент,0.38999999999998636,4.947916666666666,27.34375,Sergey Nemchinskiy
момент,0.4500000000000455,3.7037037037037033,8.333333333333332,Sergey Nemchinskiy
момент,0.37310999999999694,6.845238095238096,16.36904761904762,Sergey Nemchinskiy
связь,0.36000000000001364,8.035714285714288,14.583333333333332,Sergey Nemchinskiy
будет,0.29999999999999716,6.597222222222222,12.152777777777777,Sergey Nemchinskiy
будет,0.21000000000003638,2.7777777777777777,11.111111111111112,Sergey Nemchinskiy
работать,0.5099999999999909,6.041666666666668,12.500000000000004,Sergey Nemchinskiy
диапазоне,0.6899999999999977,9.305555555555557,9.166666666666666,Sergey Nemchinskiy
как,0.20999999999999375,16.145833333333336,8.333333333333332,Sergey Nemchinskiy
как,0.1799999999999926,13.541666666666668,23.958333333333336,Sergey Nemchinskiy
как,0.20999999999999375,6.25,15.972222222222221,Sergey Nemchinskiy
как,0.18000000000000682,6.944444444444444,13.88888888888889,Sergey Nemchinskiy
как,0.1799999999999784,5.208333333333333,34.375,Sergey Nemchinskiy
как,0.21000000000000796,9.722222222222223,47.222222222222214,Sergey Nemchinskiy
как,0.4800000000000182,10.833333333333332,17.708333333333332,Sergey Nemchinskiy
как,0.2400000000000091,4.6875,16.145833333333336,Sergey Nemchinskiy
как,0.17999999999994998,7.291666666666666,56.25,Sergey Nemchinskiy
как,0.18000000000000682,6.25,13.194444444444445,Sergey Nemchinskiy
как,0.18000000000000682,8.333333333333332,11.11111111111111,Sergey Nemchinskiy
как,0.21000000000003638,3.472222222222222,16.666666666666664,Sergey Nemchinskiy
как,0.21000000000003638,16.666666666666664,11.111111111111112,Sergey Nemchinskiy
ожидается,0.6300000000000097,9.775641025641026,17.147435897435898,Sergey Nemchinskiy
ожидается,0.5699999999999932,8.814102564102564,14.102564102564102,Sergey Nemchinskiy
обеспечивают,0.6899999999999977,7.222222222222223,12.083333333333332,Sergey Nemchinskiy
скорость,0.45000000000000284,12.083333333333332,17.708333333333332,Sergey Nemchinskiy
сто,0.480000000000004,10.0,39.166666666666664,Sergey Nemchinskiy
сто,0.17999999999994998,9.027777777777779,18.75,Sergey Nemchinskiy
раз,0.269999999999996,3.75,11.25,Sergey Nemchinskiy
раз,0.2699999999999818,10.0,17.5,Sergey Nemchinskiy
выше,0.45000000000000284,6.018518518518518,19.212962962962965,Sergey Nemchinskiy
чем,0.29999999999999716,5.416666666666666,22.916666666666664,Sergey Nemchinskiy
чем,0.2099999999999227,9.895833333333334,21.354166666666664,Sergey Nemchinskiy
чем,0.2400000000000091,10.9375,21.875,Sergey Nemchinskiy
чем,0.21000000000003638,6.25,13.194444444444445,Sergey Nemchinskiy
любопытно,0.6567189999999954,11.527777777777779,23.75,Sergey Nemchinskiy
наблюдать,0.5700000000000074,12.500000000000004,14.930555555555555,Sergey Nemchinskiy
прямо,0.39000000000000057,5.989583333333333,15.625,Sergey Nemchinskiy
прямо,0.3300000000000409,9.722222222222223,8.333333333333332,Sergey Nemchinskiy
у,0.060000000000002274,-0.0,-0.0,Sergey Nemchinskiy
у,0.06000000000005912,-0.0,-0.0,Sergey Nemchinskiy
глазах,0.480000000000004,7.083333333333333,13.958333333333334,Sergey Nemchinskiy
происходит,0.5699999999999932,7.986111111111111,10.243055555555557,Sergey Nemchinskiy
происходит,0.7199999999999989,5.468749999999999,8.203124999999998,Sergey Nemchinskiy
очередная,0.5700000000000074,7.291666666666667,10.243055555555554,Sergey Nemchinskiy
технологическая,0.8099999999999881,8.333333333333332,11.458333333333332,Sergey Nemchinskiy
революция,0.5700000000000074,5.6089743589743595,9.294871794871794,Sergey Nemchinskiy
революция,0.6299999999999955,6.398809523809525,7.440476190476189,Sergey Nemchinskiy
люди,0.45000000000000284,8.333333333333334,18.51851851851852,Sergey Nemchinskiy
люди,0.319658000000004,39.23611111111111,51.041666666666664,Sergey Nemchinskiy
дальше,0.4200000000000017,23.4375,13.28125,Sergey Nemchinskiy
дальше,0.3299999999999983,14.236111111111112,12.5,Sergey Nemchinskiy
иррациональные,0.75,7.552083333333333,12.369791666666666,Sergey Nemchinskiy
страхи,0.4997459999999876,8.522727272727272,5.681818181818182,Sergey Nemchinskiy
мифологию,0.75,4.411764705882354,7.4754901960784315,Sergey Nemchinskiy
девятнадцатом,0.7410129999999953,7.552083333333334,13.151041666666666,Sergey Nemchinskiy
веке,0.39000000000000057,10.416666666666668,16.927083333333332,Sergey Nemchinskiy
первую,0.4200000000000017,10.416666666666668,23.697916666666664,Sergey Nemchinskiy
первую,0.4200000000000159,9.635416666666666,11.718749999999998,Sergey Nemchinskiy
промышленную,0.5999999999999943,8.653846153846155,11.85897435897436,Sergey Nemchinskiy
революцию,0.6000000000000085,9.455128205128206,13.782051282051283,Sergey Nemchinskiy
громили,0.44999999999998863,8.564814814814815,12.268518518518519,Sergey Nemchinskiy
станки,0.4826660000000089,12.916666666666664,14.583333333333332,Sergey Nemchinskiy
паровые,0.4200000000000017,6.510416666666666,12.239583333333334,Sergey Nemchinskiy
двигатели,0.5999999999999943,5.76923076923077,8.814102564102564,Sergey Nemchinskiy
опять,0.39000000000000057,11.458333333333332,24.739583333333336,Sergey Nemchinskiy
вспомнили,0.480000000000004,9.166666666666668,19.583333333333332,Sergey Nemchinskiy
плоскую,0.480000000000004,8.125000000000002,5.625,Sergey Nemchinskiy
